Total Players,54494,17/01/17 00:00:01
Germany,16227,17/01/17 02:00:01
UK,17353,17/01/17 01:00:01
USA,20217,17/01/16 17:00:01
Total Players,54459,17/01/17 00:02:01
Germany,16184,17/01/17 02:02:01
UK,17360,17/01/17 01:02:01
USA,20201,17/01/16 17:02:01
Total Players,54309,17/01/17 00:04:01
Germany,16173,17/01/17 02:04:01
UK,17290,17/01/17 01:04:01
USA,20103,17/01/16 17:04:01
Total Players,54162,17/01/17 00:06:01
Germany,16100,17/01/17 02:06:01
UK,17279,17/01/17 01:06:01
USA,20066,17/01/16 17:06:01
Total Players,54143,17/01/17 00:08:01
Germany,16105,17/01/17 02:08:01
UK,17293,17/01/17 01:08:01
USA,20007,17/01/16 17:08:01
Total Players,54125,17/01/17 00:10:01
Germany,16058,17/01/17 02:10:01
UK,17307,17/01/17 01:10:01
USA,20019,17/01/16 17:10:01
Total Players,54192,17/01/17 00:12:01
Germany,16076,17/01/17 02:12:01
UK,17291,17/01/17 01:12:01
USA,20065,17/01/16 17:12:01
Total Players,54138,17/01/17 00:14:02
Germany,16010,17/01/17 02:14:02
UK,17266,17/01/17 01:14:02
USA,20118,17/01/16 17:14:02
Total Players,54063,17/01/17 00:16:01
Germany,15969,17/01/17 02:16:01
UK,17219,17/01/17 01:16:01
USA,20135,17/01/16 17:16:01
Total Players,54097,17/01/17 00:18:01
Germany,16022,17/01/17 02:18:01
UK,17248,17/01/17 01:18:01
USA,20095,17/01/16 17:18:01
Total Players,54021,17/01/17 00:20:01
Germany,16010,17/01/17 02:20:01
UK,17225,17/01/17 01:20:01
USA,20049,17/01/16 17:20:01
Total Players,54050,17/01/17 00:22:01
Germany,16006,17/01/17 02:22:01
UK,17290,17/01/17 01:22:01
USA,20021,17/01/16 17:22:01
Total Players,53753,17/01/17 00:24:01
Germany,15846,17/01/17 02:24:01
UK,17249,17/01/17 01:24:01
USA,19906,17/01/16 17:24:01
Total Players,53789,17/01/17 00:26:01
Germany,15876,17/01/17 02:26:01
UK,17269,17/01/17 01:26:01
USA,19914,17/01/16 17:26:01
Total Players,53953,17/01/17 00:28:01
Germany,15966,17/01/17 02:28:01
UK,17238,17/01/17 01:28:01
USA,20046,17/01/16 17:28:01
Total Players,53926,17/01/17 00:30:01
Germany,15962,17/01/17 02:30:01
UK,17244,17/01/17 01:30:01
USA,20038,17/01/16 17:30:01
Total Players,53921,17/01/17 00:32:01
Germany,16000,17/01/17 02:32:01
UK,17211,17/01/17 01:32:01
USA,20040,17/01/16 17:32:01
Total Players,54001,17/01/17 00:34:01
Germany,16051,17/01/17 02:34:01
UK,17275,17/01/17 01:34:01
USA,19985,17/01/16 17:34:01
Total Players,53986,17/01/17 00:36:01
Germany,16030,17/01/17 02:36:01
UK,17229,17/01/17 01:36:01
USA,20012,17/01/16 17:36:01
Total Players,54009,17/01/17 00:38:01
Germany,15995,17/01/17 02:38:01
UK,17223,17/01/17 01:38:01
USA,20081,17/01/16 17:38:01
Total Players,54030,17/01/17 00:40:01
Germany,16027,17/01/17 02:40:01
UK,17172,17/01/17 01:40:01
USA,20164,17/01/16 17:40:01
Total Players,53915,17/01/17 00:42:01
Germany,16006,17/01/17 02:42:01
UK,17176,17/01/17 01:42:01
USA,20015,17/01/16 17:42:01
Total Players,53934,17/01/17 00:44:01
Germany,16013,17/01/17 02:44:01
UK,17176,17/01/17 01:44:01
USA,20013,17/01/16 17:44:01
Total Players,53895,17/01/17 00:46:01
Germany,15969,17/01/17 02:46:01
UK,17199,17/01/17 01:46:01
USA,19991,17/01/16 17:46:01
Total Players,53951,17/01/17 00:48:01
Germany,15970,17/01/17 02:48:01
UK,17167,17/01/17 01:48:01
USA,20092,17/01/16 17:48:01
Total Players,53828,17/01/17 00:50:01
Germany,15905,17/01/17 02:50:01
UK,17158,17/01/17 01:50:01
USA,20051,17/01/16 17:50:01
Total Players,53538,17/01/17 00:52:01
Germany,15763,17/01/17 02:52:01
UK,16993,17/01/17 01:52:01
USA,20047,17/01/16 17:52:01
Total Players,53785,17/01/17 00:54:01
Germany,15750,17/01/17 02:54:01
UK,17105,17/01/17 01:54:01
USA,20240,17/01/16 17:54:01
Total Players,53840,17/01/17 00:56:01
Germany,15706,17/01/17 02:56:01
UK,17185,17/01/17 01:56:01
USA,20252,17/01/16 17:56:01
Total Players,53928,17/01/17 00:58:01
Germany,15736,17/01/17 02:58:01
UK,17212,17/01/17 01:58:01
USA,20290,17/01/16 17:58:01
Total Players,53924,17/01/17 01:00:01
Germany,15747,17/01/17 03:00:01
UK,17264,17/01/17 02:00:01
USA,20913,17/01/16 18:00:01
Total Players,54087,17/01/17 01:02:01
Germany,15759,17/01/17 03:02:01
UK,17330,17/01/17 02:02:01
USA,20302,17/01/16 18:02:01
Total Players,54050,17/01/17 01:04:01
Germany,15721,17/01/17 03:04:01
UK,17315,17/01/17 02:04:01
USA,20320,17/01/16 18:04:01
Total Players,53950,17/01/17 01:06:02
Germany,15701,17/01/17 03:06:02
UK,17242,17/01/17 02:06:02
USA,20314,17/01/16 18:06:02
Total Players,54038,17/01/17 01:08:01
Germany,15753,17/01/17 03:08:01
UK,17258,17/01/17 02:08:01
USA,20336,17/01/16 18:08:01
Total Players,53962,17/01/17 01:10:02
Germany,15699,17/01/17 03:10:02
UK,17209,17/01/17 02:10:02
USA,20381,17/01/16 18:10:02
Total Players,53977,17/01/17 01:12:01
Germany,15703,17/01/17 03:12:01
UK,17204,17/01/17 02:12:01
USA,20393,17/01/16 18:12:01
Total Players,53881,17/01/17 01:14:02
Germany,15676,17/01/17 03:14:02
UK,17135,17/01/17 02:14:02
USA,20393,17/01/16 18:14:02
Total Players,53859,17/01/17 01:16:01
Germany,15646,17/01/17 03:16:01
UK,17178,17/01/17 02:16:01
USA,20363,17/01/16 18:16:01
Total Players,53780,17/01/17 01:18:01
Germany,15621,17/01/17 03:18:01
UK,17110,17/01/17 02:18:01
USA,20364,17/01/16 18:18:01
Total Players,53798,17/01/17 01:20:01
Germany,15603,17/01/17 03:20:01
UK,17159,17/01/17 02:20:01
USA,20326,17/01/16 18:20:01
