Total Players,36355,17/02/24 00:00:01
Germany,8923,17/02/24 02:00:01
UK,3560,17/02/24 01:00:01
USA,17603,17/02/23 17:00:01
Total Players,36248,17/02/24 00:02:01
Germany,8870,17/02/24 02:02:01
UK,3514,17/02/24 01:02:01
USA,17570,17/02/23 17:02:01
Total Players,36158,17/02/24 00:04:01
Germany,8821,17/02/24 02:04:01
UK,3521,17/02/24 01:04:01
USA,17534,17/02/23 17:04:01
Total Players,36145,17/02/24 00:06:01
Germany,8792,17/02/24 02:06:01
UK,3502,17/02/24 01:06:01
USA,17591,17/02/23 17:06:01
Total Players,35951,17/02/24 00:08:01
Germany,8703,17/02/24 02:08:01
UK,3487,17/02/24 01:08:01
USA,17535,17/02/23 17:08:01
Total Players,35926,17/02/24 00:10:01
Germany,8679,17/02/24 02:10:01
UK,3508,17/02/24 01:10:01
USA,17526,17/02/23 17:10:01
Total Players,35829,17/02/24 00:12:01
Germany,8641,17/02/24 02:12:01
UK,3516,17/02/24 01:12:01
USA,17480,17/02/23 17:12:01
Total Players,35860,17/02/24 00:14:01
Germany,8630,17/02/24 02:14:01
UK,3498,17/02/24 01:14:01
USA,17592,17/02/23 17:14:01
Total Players,35874,17/02/24 00:16:01
Germany,8578,17/02/24 02:16:01
UK,3520,17/02/24 01:16:01
USA,17625,17/02/23 17:16:01
Total Players,35660,17/02/24 00:18:01
Germany,8463,17/02/24 02:18:01
UK,3482,17/02/24 01:18:01
USA,17663,17/02/23 17:18:01
Total Players,35692,17/02/24 00:20:01
Germany,8436,17/02/24 02:20:01
UK,3462,17/02/24 01:20:01
USA,17712,17/02/23 17:20:01
Total Players,35786,17/02/24 00:22:01
Germany,8477,17/02/24 02:22:01
UK,3498,17/02/24 01:22:01
USA,17744,17/02/23 17:22:01
Total Players,35847,17/02/24 00:24:01
Germany,8521,17/02/24 02:24:01
UK,3516,17/02/24 01:24:01
USA,17752,17/02/23 17:24:01
Total Players,35773,17/02/24 00:26:01
Germany,8440,17/02/24 02:26:01
UK,3486,17/02/24 01:26:01
USA,17790,17/02/23 17:26:01
Total Players,35766,17/02/24 00:28:01
Germany,8394,17/02/24 02:28:01
UK,3480,17/02/24 01:28:01
USA,17806,17/02/23 17:28:01
Total Players,35731,17/02/24 00:30:01
Germany,8385,17/02/24 02:30:01
UK,3476,17/02/24 01:30:01
USA,17796,17/02/23 17:30:01
Total Players,35540,17/02/24 00:32:01
Germany,8360,17/02/24 02:32:01
UK,3455,17/02/24 01:32:01
USA,17667,17/02/23 17:32:01
Total Players,35552,17/02/24 00:34:01
Germany,8358,17/02/24 02:34:01
UK,3438,17/02/24 01:34:01
USA,17672,17/02/23 17:34:01
Total Players,35551,17/02/24 00:36:01
Germany,8364,17/02/24 02:36:01
UK,3425,17/02/24 01:36:01
USA,17703,17/02/23 17:36:01
Total Players,35437,17/02/24 00:38:01
Germany,8350,17/02/24 02:38:01
UK,3428,17/02/24 01:38:01
USA,17669,17/02/23 17:38:01
Total Players,35418,17/02/24 00:40:01
Germany,8326,17/02/24 02:40:01
UK,3413,17/02/24 01:40:01
USA,17709,17/02/23 17:40:01
Total Players,35337,17/02/24 00:42:01
Germany,8251,17/02/24 02:42:01
UK,3423,17/02/24 01:42:01
USA,17678,17/02/23 17:42:01
Total Players,35261,17/02/24 00:44:01
Germany,8224,17/02/24 02:44:01
UK,3410,17/02/24 01:44:01
USA,17677,17/02/23 17:44:01
Total Players,35043,17/02/24 00:46:01
Germany,8156,17/02/24 02:46:01
UK,3406,17/02/24 01:46:01
USA,17563,17/02/23 17:46:01
Total Players,35077,17/02/24 00:48:01
Germany,8137,17/02/24 02:48:01
UK,3418,17/02/24 01:48:01
USA,17610,17/02/23 17:48:01
Total Players,34939,17/02/24 00:50:01
Germany,8078,17/02/24 02:50:01
UK,3411,17/02/24 01:50:01
USA,17612,17/02/23 17:50:01
Total Players,34857,17/02/24 00:52:01
Germany,8081,17/02/24 02:52:01
UK,3385,17/02/24 01:52:01
USA,17522,17/02/23 17:52:01
Total Players,34918,17/02/24 00:54:01
Germany,8097,17/02/24 02:54:01
UK,3359,17/02/24 01:54:01
USA,17608,17/02/23 17:54:01
Total Players,34866,17/02/24 00:56:01
Germany,8068,17/02/24 02:56:01
UK,3358,17/02/24 01:56:01
USA,17617,17/02/23 17:56:01
Total Players,34873,17/02/24 00:58:01
Germany,8041,17/02/24 02:58:01
UK,3384,17/02/24 01:58:01
USA,17607,17/02/23 17:58:01
Total Players,34878,17/02/24 01:00:01
Germany,8089,17/02/24 03:00:01
UK,3364,17/02/24 02:00:01
USA,17598,17/02/23 18:00:01
Total Players,34882,17/02/24 01:02:01
Germany,8058,17/02/24 03:02:01
UK,3368,17/02/24 02:02:01
USA,17632,17/02/23 18:02:01
Total Players,34943,17/02/24 01:04:01
Germany,8084,17/02/24 03:04:01
UK,3368,17/02/24 02:04:01
USA,17639,17/02/23 18:04:01
Total Players,34998,17/02/24 01:06:01
Germany,8052,17/02/24 03:06:01
UK,3362,17/02/24 02:06:01
USA,17726,17/02/23 18:06:01
Total Players,34907,17/02/24 01:08:01
Germany,7985,17/02/24 03:08:01
UK,3328,17/02/24 02:08:01
USA,17800,17/02/23 18:08:01
Total Players,34893,17/02/24 01:10:02
Germany,7960,17/02/24 03:10:02
UK,3318,17/02/24 02:10:02
USA,17841,17/02/23 18:10:02
Total Players,34879,17/02/24 01:12:01
Germany,7931,17/02/24 03:12:01
UK,3310,17/02/24 02:12:01
USA,17865,17/02/23 18:12:01
Total Players,34857,17/02/24 01:14:01
Germany,7940,17/02/24 03:14:01
UK,3286,17/02/24 02:14:01
USA,17849,17/02/23 18:14:01
Total Players,34851,17/02/24 01:16:01
Germany,7919,17/02/24 03:16:01
UK,3302,17/02/24 02:16:01
USA,17817,17/02/23 18:16:01
Total Players,34801,17/02/24 01:18:01
Germany,7870,17/02/24 03:18:01
UK,3305,17/02/24 02:18:01
USA,17818,17/02/23 18:18:01
Total Players,34808,17/02/24 01:20:01
Germany,7904,17/02/24 03:20:01
UK,3270,17/02/24 02:20:01
USA,17815,17/02/23 18:20:01
Total Players,34820,17/02/24 01:22:01
Germany,7952,17/02/24 03:22:01
UK,3237,17/02/24 02:22:01
USA,17854,17/02/23 18:22:01
Total Players,34836,17/02/24 01:24:01
Germany,7952,17/02/24 03:24:01
UK,3239,17/02/24 02:24:01
USA,17911,17/02/23 18:24:01
