Total Players,49168,17/01/27 00:00:01
Germany,13547,17/01/27 02:00:01
UK,16224,17/01/27 01:00:01
USA,18634,17/01/26 17:00:01
Total Players,49096,17/01/27 00:02:01
Germany,13547,17/01/27 02:02:01
UK,16140,17/01/27 01:02:01
USA,18623,17/01/26 17:02:01
Total Players,48930,17/01/27 00:04:01
Germany,13479,17/01/27 02:04:01
UK,16097,17/01/27 01:04:01
USA,18571,17/01/26 17:04:01
Total Players,48910,17/01/27 00:06:01
Germany,13528,17/01/27 02:06:01
UK,16102,17/01/27 01:06:01
USA,18493,17/01/26 17:06:01
Total Players,48810,17/01/27 00:08:01
Germany,13509,17/01/27 02:08:01
UK,16027,17/01/27 01:08:01
USA,18490,17/01/26 17:08:01
Total Players,48798,17/01/27 00:10:01
Germany,13501,17/01/27 02:10:01
UK,16040,17/01/27 01:10:01
USA,18477,17/01/26 17:10:01
Total Players,48837,17/01/27 00:12:01
Germany,13498,17/01/27 02:12:01
UK,16058,17/01/27 01:12:01
USA,18515,17/01/26 17:12:01
Total Players,48734,17/01/27 00:14:01
Germany,13369,17/01/27 02:14:01
UK,16039,17/01/27 01:14:01
USA,18593,17/01/26 17:14:01
Total Players,48657,17/01/27 00:16:01
Germany,13291,17/01/27 02:16:01
UK,16032,17/01/27 01:16:01
USA,18603,17/01/26 17:16:01
Total Players,48564,17/01/27 00:18:01
Germany,13271,17/01/27 02:18:01
UK,15936,17/01/27 01:18:01
USA,18597,17/01/26 17:18:01
Total Players,48599,17/01/27 00:20:01
Germany,13231,17/01/27 02:20:01
UK,15981,17/01/27 01:20:01
USA,18634,17/01/26 17:20:01
Total Players,48641,17/01/27 00:22:01
Germany,13206,17/01/27 02:22:01
UK,16001,17/01/27 01:22:01
USA,18681,17/01/26 17:22:01
Total Players,48712,17/01/27 00:24:01
Germany,13223,17/01/27 02:24:01
UK,15990,17/01/27 01:24:01
USA,18735,17/01/26 17:24:01
Total Players,48709,17/01/27 00:26:01
Germany,13201,17/01/27 02:26:01
UK,15993,17/01/27 01:26:01
USA,18758,17/01/26 17:26:01
