Total Players,57124,17/02/20 00:00:01
Germany,14497,17/02/20 02:00:01
UK,6767,17/02/20 01:00:01
USA,25369,17/02/19 17:00:01
Total Players,56907,17/02/20 00:02:01
Germany,14435,17/02/20 02:02:01
UK,6759,17/02/20 01:02:01
USA,25281,17/02/19 17:02:01
Total Players,56999,17/02/20 00:04:01
Germany,14459,17/02/20 02:04:01
UK,6707,17/02/20 01:04:01
USA,25371,17/02/19 17:04:01
Total Players,57021,17/02/20 00:06:01
Germany,14404,17/02/20 02:06:01
UK,6738,17/02/20 01:06:01
USA,25446,17/02/19 17:06:01
Total Players,57053,17/02/20 00:08:01
Germany,14432,17/02/20 02:08:01
UK,6745,17/02/20 01:08:01
USA,25537,17/02/19 17:08:01
Total Players,57008,17/02/20 00:10:01
Germany,14413,17/02/20 02:10:01
UK,6769,17/02/20 01:10:01
USA,25459,17/02/19 17:10:01
Total Players,56973,17/02/20 00:12:01
Germany,14293,17/02/20 02:12:01
UK,6764,17/02/20 01:12:01
USA,25531,17/02/19 17:12:01
Total Players,57003,17/02/20 00:14:01
Germany,14376,17/02/20 02:14:01
UK,6782,17/02/20 01:14:01
USA,25481,17/02/19 17:14:01
Total Players,56787,17/02/20 00:16:01
Germany,14298,17/02/20 02:16:01
UK,6702,17/02/20 01:16:01
USA,25475,17/02/19 17:16:01
Total Players,56633,17/02/20 00:18:02
Germany,14207,17/02/20 02:18:02
UK,6694,17/02/20 01:18:02
USA,26175,17/02/19 17:18:02
Total Players,56631,17/02/20 00:20:01
Germany,14173,17/02/20 02:20:01
UK,6681,17/02/20 01:20:01
USA,25503,17/02/19 17:20:01
Total Players,56280,17/02/20 00:22:01
Germany,14071,17/02/20 02:22:01
UK,6621,17/02/20 01:22:01
USA,25331,17/02/19 17:22:01
Total Players,56344,17/02/20 00:24:01
Germany,14082,17/02/20 02:24:01
UK,6651,17/02/20 01:24:01
USA,25318,17/02/19 17:24:01
Total Players,56674,17/02/20 00:26:01
Germany,14161,17/02/20 02:26:01
UK,6673,17/02/20 01:26:01
USA,25489,17/02/19 17:26:01
Total Players,56574,17/02/20 00:28:01
Germany,14136,17/02/20 02:28:01
UK,6668,17/02/20 01:28:01
USA,25403,17/02/19 17:28:01
Total Players,56581,17/02/20 00:30:01
Germany,14062,17/02/20 02:30:01
UK,6671,17/02/20 01:30:01
USA,25401,17/02/19 17:30:01
Total Players,56564,17/02/20 00:32:01
Germany,14086,17/02/20 02:32:01
UK,6669,17/02/20 01:32:01
USA,25373,17/02/19 17:32:01
Total Players,56547,17/02/20 00:34:01
Germany,14024,17/02/20 02:34:01
UK,6661,17/02/20 01:34:01
USA,25429,17/02/19 17:34:01
Total Players,56476,17/02/20 00:36:01
Germany,13932,17/02/20 02:36:01
UK,6598,17/02/20 01:36:01
USA,25580,17/02/19 17:36:01
Total Players,56405,17/02/20 00:38:01
Germany,13934,17/02/20 02:38:01
UK,6618,17/02/20 01:38:01
USA,25529,17/02/19 17:38:01
Total Players,56314,17/02/20 00:40:01
