Total Players,54654,17/01/14 00:00:01
Germany,16588,17/01/14 02:00:01
UK,18444,17/01/14 01:00:01
USA,19622,17/01/13 17:00:01
Total Players,54646,17/01/14 00:02:01
Germany,16538,17/01/14 02:02:01
UK,18427,17/01/14 01:02:01
USA,18967,17/01/13 17:02:01
Total Players,54475,17/01/14 00:04:01
Germany,16507,17/01/14 02:04:01
UK,18340,17/01/14 01:04:01
USA,18908,17/01/13 17:04:01
Total Players,54443,17/01/14 00:06:01
Germany,16525,17/01/14 02:06:01
UK,18291,17/01/14 01:06:01
USA,18894,17/01/13 17:06:01
Total Players,54418,17/01/14 00:08:01
Germany,16544,17/01/14 02:08:01
UK,18195,17/01/14 01:08:01
USA,18956,17/01/13 17:08:01
Total Players,54328,17/01/14 00:10:01
Germany,16520,17/01/14 02:10:01
UK,18182,17/01/14 01:10:01
USA,18891,17/01/13 17:10:01
Total Players,54322,17/01/14 00:12:01
Germany,16444,17/01/14 02:12:01
UK,18221,17/01/14 01:12:01
USA,18943,17/01/13 17:12:01
Total Players,54153,17/01/14 00:14:02
Germany,16361,17/01/14 02:14:02
UK,18203,17/01/14 01:14:02
USA,18853,17/01/13 17:14:02
Total Players,54096,17/01/14 00:16:01
Germany,16246,17/01/14 02:16:01
UK,18183,17/01/14 01:16:01
USA,18938,17/01/13 17:16:01
Total Players,54072,17/01/14 00:18:01
Germany,16176,17/01/14 02:18:01
UK,18152,17/01/14 01:18:01
USA,19005,17/01/13 17:18:01
Total Players,53889,17/01/14 00:20:01
Germany,16151,17/01/14 02:20:01
UK,18038,17/01/14 01:20:01
USA,18971,17/01/13 17:20:01
Total Players,53878,17/01/14 00:22:01
Germany,16179,17/01/14 02:22:01
UK,18057,17/01/14 01:22:01
USA,18899,17/01/13 17:22:01
Total Players,53587,17/01/14 00:24:01
Germany,16059,17/01/14 02:24:01
UK,17981,17/01/14 01:24:01
USA,18814,17/01/13 17:24:01
Total Players,53629,17/01/14 00:26:01
Germany,16110,17/01/14 02:26:01
UK,17951,17/01/14 01:26:01
USA,18828,17/01/13 17:26:01
Total Players,53782,17/01/14 00:28:01
Germany,16228,17/01/14 02:28:01
UK,17917,17/01/14 01:28:01
USA,19637,17/01/13 17:28:01
Total Players,53686,17/01/14 00:30:01
Germany,16129,17/01/14 02:30:01
UK,17912,17/01/14 01:30:01
USA,18894,17/01/13 17:30:01
Total Players,53569,17/01/14 00:32:01
Germany,16047,17/01/14 02:32:01
UK,17848,17/01/14 01:32:01
USA,18924,17/01/13 17:32:01
Total Players,53580,17/01/14 00:34:01
Germany,16043,17/01/14 02:34:01
UK,17886,17/01/14 01:34:01
USA,18906,17/01/13 17:34:01
Total Players,53456,17/01/14 00:36:01
Germany,15983,17/01/14 02:36:01
UK,17864,17/01/14 01:36:01
USA,18855,17/01/13 17:36:01
Total Players,53311,17/01/14 00:38:01
Germany,15977,17/01/14 02:38:01
UK,17704,17/01/14 01:38:01
USA,19630,17/01/13 17:38:01
Total Players,53317,17/01/14 00:40:01
Germany,15934,17/01/14 02:40:01
UK,17685,17/01/14 01:40:01
USA,18936,17/01/13 17:40:01
Total Players,53312,17/01/14 00:42:01
Germany,15902,17/01/14 02:42:01
UK,17649,17/01/14 01:42:01
USA,19023,17/01/13 17:42:01
Total Players,53112,17/01/14 00:44:01
Germany,15821,17/01/14 02:44:01
UK,17624,17/01/14 01:44:01
USA,18929,17/01/13 17:44:01
Total Players,52943,17/01/14 00:46:01
Germany,15800,17/01/14 02:46:01
UK,17541,17/01/14 01:46:01
USA,18865,17/01/13 17:46:01
Total Players,52906,17/01/14 00:48:01
Germany,15813,17/01/14 02:48:01
UK,17524,17/01/14 01:48:01
USA,18831,17/01/13 17:48:01
Total Players,52768,17/01/14 00:50:01
Germany,15746,17/01/14 02:50:01
UK,17425,17/01/14 01:50:01
USA,18881,17/01/13 17:50:01
Total Players,52498,17/01/14 00:52:01
Germany,15632,17/01/14 02:52:01
UK,17347,17/01/14 01:52:01
USA,18809,17/01/13 17:52:01
Total Players,52619,17/01/14 00:54:01
Germany,15621,17/01/14 02:54:01
UK,17403,17/01/14 01:54:01
USA,18883,17/01/13 17:54:01
Total Players,52704,17/01/14 00:56:01
Germany,15664,17/01/14 02:56:01
UK,17375,17/01/14 01:56:01
USA,18946,17/01/13 17:56:01
Total Players,52603,17/01/14 00:58:01
Germany,15634,17/01/14 02:58:01
UK,17278,17/01/14 01:58:01
USA,18966,17/01/13 17:58:01
Total Players,52598,17/01/14 01:00:01
Germany,15667,17/01/14 03:00:01
UK,17212,17/01/14 02:00:01
USA,18994,17/01/13 18:00:01
Total Players,52566,17/01/14 01:02:01
Germany,15625,17/01/14 03:02:01
UK,17183,17/01/14 02:02:01
USA,19053,17/01/13 18:02:01
Total Players,52539,17/01/14 01:04:01
Germany,15648,17/01/14 03:04:01
UK,17218,17/01/14 02:04:01
USA,18933,17/01/13 18:04:01
Total Players,52578,17/01/14 01:06:02
Germany,15598,17/01/14 03:06:02
UK,17287,17/01/14 02:06:02
USA,18929,17/01/13 18:06:02
Total Players,52476,17/01/14 01:08:01
Germany,15466,17/01/14 03:08:01
UK,17179,17/01/14 02:08:01
USA,19081,17/01/13 18:08:01
Total Players,52446,17/01/14 01:10:01
Germany,15419,17/01/14 03:10:01
UK,17244,17/01/14 02:10:01
USA,19018,17/01/13 18:10:01
Total Players,52411,17/01/14 01:12:01
Germany,15389,17/01/14 03:12:01
UK,17185,17/01/14 02:12:01
USA,19067,17/01/13 18:12:01
Total Players,52311,17/01/14 01:14:01
Germany,15385,17/01/14 03:14:01
UK,17122,17/01/14 02:14:01
USA,19043,17/01/13 18:14:01
Total Players,52209,17/01/14 01:16:01
Germany,15377,17/01/14 03:16:01
UK,17069,17/01/14 02:16:01
USA,19006,17/01/13 18:16:01
Total Players,52345,17/01/14 01:18:01
Germany,15422,17/01/14 03:18:01
UK,17083,17/01/14 02:18:01
USA,19104,17/01/13 18:18:01
Total Players,52301,17/01/14 01:20:01
Germany,15384,17/01/14 03:20:01
UK,17095,17/01/14 02:20:01
USA,19822,17/01/13 18:20:01
Total Players,52193,17/01/14 01:22:01
Germany,15306,17/01/14 03:22:01
UK,17048,17/01/14 02:22:01
USA,19087,17/01/13 18:22:01
Total Players,51993,17/01/14 01:24:01
Germany,15283,17/01/14 03:24:01
UK,16962,17/01/14 02:24:01
USA,18989,17/01/13 18:24:01
Total Players,51756,17/01/14 01:26:01
Germany,15257,17/01/14 03:26:01
UK,16835,17/01/14 02:26:01
USA,18897,17/01/13 18:26:01
Total Players,51909,17/01/14 01:28:01
Germany,15275,17/01/14 03:28:01
UK,16881,17/01/14 02:28:01
USA,19753,17/01/13 18:28:01
Total Players,51795,17/01/14 01:30:01
Germany,15199,17/01/14 03:30:01
UK,16839,17/01/14 02:30:01
USA,18990,17/01/13 18:30:01
Total Players,51832,17/01/14 01:32:01
Germany,15269,17/01/14 03:32:01
UK,16794,17/01/14 02:32:01
USA,18984,17/01/13 18:32:01
Total Players,51846,17/01/14 01:34:02
Germany,15261,17/01/14 03:34:02
UK,16783,17/01/14 02:34:02
USA,19043,17/01/13 18:34:02
Total Players,51816,17/01/14 01:36:01
Germany,15229,17/01/14 03:36:01
UK,16735,17/01/14 02:36:01
USA,19104,17/01/13 18:36:01
Total Players,51784,17/01/14 01:38:01
Germany,15143,17/01/14 03:38:01
UK,16791,17/01/14 02:38:01
USA,19850,17/01/13 18:38:01
Total Players,51785,17/01/14 01:40:01
Germany,15205,17/01/14 03:40:01
UK,16682,17/01/14 02:40:01
USA,19134,17/01/13 18:40:01
Total Players,51868,17/01/14 01:42:01
Germany,15202,17/01/14 03:42:01
UK,16713,17/01/14 02:42:01
USA,19192,17/01/13 18:42:01
Total Players,51829,17/01/14 01:44:02
Germany,15146,17/01/14 03:44:02
UK,16685,17/01/14 02:44:02
USA,19235,17/01/13 18:44:02
Total Players,51831,17/01/14 01:46:01
Germany,15186,17/01/14 03:46:01
UK,16652,17/01/14 02:46:01
USA,19219,17/01/13 18:46:01
Total Players,51823,17/01/14 01:48:01
Germany,15116,17/01/14 03:48:01
UK,16630,17/01/14 02:48:01
USA,19285,17/01/13 18:48:01
Total Players,51756,17/01/14 01:50:01
Germany,15085,17/01/14 03:50:01
UK,16626,17/01/14 02:50:01
USA,19249,17/01/13 18:50:01
Total Players,51468,17/01/14 01:52:01
Germany,14933,17/01/14 03:52:01
UK,16537,17/01/14 02:52:01
USA,19206,17/01/13 18:52:01
Total Players,51472,17/01/14 01:54:01
Germany,14946,17/01/14 03:54:01
UK,16582,17/01/14 02:54:01
USA,19162,17/01/13 18:54:01
Total Players,51541,17/01/14 01:56:01
Germany,15025,17/01/14 03:56:01
UK,16550,17/01/14 02:56:01
USA,19189,17/01/13 18:56:01
Total Players,51483,17/01/14 01:58:01
Germany,14977,17/01/14 03:58:01
UK,16517,17/01/14 02:58:01
USA,19212,17/01/13 18:58:01
Total Players,51598,17/01/14 02:00:01
Germany,15008,17/01/14 04:00:01
UK,16593,17/01/14 03:00:01
USA,19223,17/01/13 19:00:01
