Total Players,51769,17/02/21 00:00:01
Germany,13063,17/02/21 02:00:01
UK,5583,17/02/21 01:00:01
USA,24667,17/02/20 17:00:01
Total Players,51743,17/02/21 00:02:01
Germany,13043,17/02/21 02:02:01
UK,5621,17/02/21 01:02:01
USA,24662,17/02/20 17:02:01
Total Players,51599,17/02/21 00:04:01
Germany,13020,17/02/21 02:04:01
UK,5581,17/02/21 01:04:01
USA,24590,17/02/20 17:04:01
Total Players,51422,17/02/21 00:06:01
Germany,12882,17/02/21 02:06:01
UK,5591,17/02/21 01:06:01
USA,24550,17/02/20 17:06:01
Total Players,51292,17/02/21 00:08:01
Germany,12786,17/02/21 02:08:01
UK,5581,17/02/21 01:08:01
USA,24488,17/02/20 17:08:01
Total Players,51365,17/02/21 00:10:01
Germany,12859,17/02/21 02:10:01
UK,5597,17/02/21 01:10:01
USA,24525,17/02/20 17:10:01
Total Players,51245,17/02/21 00:12:01
Germany,12813,17/02/21 02:12:01
UK,5611,17/02/21 01:12:01
USA,24474,17/02/20 17:12:01
Total Players,51224,17/02/21 00:14:01
Germany,12757,17/02/21 02:14:01
UK,5602,17/02/21 01:14:01
USA,24536,17/02/20 17:14:01
Total Players,51082,17/02/21 00:16:01
Germany,12720,17/02/21 02:16:01
UK,5600,17/02/21 01:16:01
USA,24473,17/02/20 17:16:01
Total Players,50965,17/02/21 00:18:01
Germany,12583,17/02/21 02:18:01
UK,5559,17/02/21 01:18:01
USA,23750,17/02/20 17:18:01
Total Players,51072,17/02/21 00:20:01
Germany,12641,17/02/21 02:20:01
UK,5527,17/02/21 01:20:01
USA,24621,17/02/20 17:20:01
Total Players,50981,17/02/21 00:22:01
Germany,12577,17/02/21 02:22:01
UK,5530,17/02/21 01:22:01
USA,24632,17/02/20 17:22:01
Total Players,51055,17/02/21 00:24:01
Germany,12531,17/02/21 02:24:01
UK,5545,17/02/21 01:24:01
USA,24680,17/02/20 17:24:01
Total Players,51125,17/02/21 00:26:01
Germany,12536,17/02/21 02:26:01
UK,5541,17/02/21 01:26:01
USA,24706,17/02/20 17:26:01
Total Players,51108,17/02/21 00:28:01
Germany,12564,17/02/21 02:28:01
UK,5570,17/02/21 01:28:01
