Total Players,63592,17/03/26 00:00:01
Germany,13779,17/03/26 02:00:01
UK,3283,17/03/26 01:00:01
USA,28594,17/03/25 17:00:01
Total Players,63318,17/03/26 00:02:01
Germany,13760,17/03/26 02:02:01
UK,3280,17/03/26 01:02:01
USA,28394,17/03/25 17:02:01
Total Players,63155,17/03/26 00:04:01
Germany,13713,17/03/26 02:04:01
UK,3248,17/03/26 01:04:01
USA,28390,17/03/25 17:04:01
Total Players,63031,17/03/26 00:06:01
Germany,13747,17/03/26 02:06:01
UK,3218,17/03/26 01:06:01
USA,28357,17/03/25 17:06:01
Total Players,62930,17/03/26 00:08:01
Germany,13735,17/03/26 02:08:01
UK,3232,17/03/26 01:08:01
USA,28326,17/03/25 17:08:01
Total Players,62860,17/03/26 00:10:02
Germany,13694,17/03/26 02:10:02
UK,3227,17/03/26 01:10:02
USA,28357,17/03/25 17:10:02
Total Players,62726,17/03/26 00:12:01
Germany,13639,17/03/26 02:12:01
UK,3216,17/03/26 01:12:01
USA,27580,17/03/25 17:12:01
Total Players,62548,17/03/26 00:14:01
Germany,13547,17/03/26 02:14:01
UK,3236,17/03/26 01:14:01
USA,28212,17/03/25 17:14:01
Total Players,62471,17/03/26 00:16:01
Germany,13545,17/03/26 02:16:01
UK,3214,17/03/26 01:16:01
USA,28145,17/03/25 17:16:01
Total Players,62325,17/03/26 00:18:01
Germany,13523,17/03/26 02:18:01
UK,3219,17/03/26 01:18:01
USA,28118,17/03/25 17:18:01
Total Players,62125,17/03/26 00:20:01
Germany,13355,17/03/26 02:20:01
UK,3217,17/03/26 01:20:01
USA,28112,17/03/25 17:20:01
Total Players,62085,17/03/26 00:22:01
Germany,13424,17/03/26 02:22:01
UK,3240,17/03/26 01:22:01
USA,28081,17/03/25 17:22:01
Total Players,62327,17/03/26 00:24:01
Germany,13527,17/03/26 02:24:01
UK,3250,17/03/26 01:24:01
USA,28215,17/03/25 17:24:01
Total Players,62166,17/03/26 00:26:01
Germany,13398,17/03/26 02:26:01
UK,3237,17/03/26 01:26:01
USA,28242,17/03/25 17:26:01
Total Players,62055,17/03/26 00:28:01
Germany,13443,17/03/26 02:28:01
UK,3193,17/03/26 01:28:01
USA,28177,17/03/25 17:28:01
Total Players,62000,17/03/26 00:30:01
Germany,13392,17/03/26 02:30:01
UK,3207,17/03/26 01:30:01
USA,28169,17/03/25 17:30:01
Total Players,61991,17/03/26 00:32:01
Germany,13375,17/03/26 02:32:01
UK,3220,17/03/26 01:32:01
USA,28167,17/03/25 17:32:01
Total Players,61872,17/03/26 00:34:02
Germany,13310,17/03/26 02:34:02
UK,3162,17/03/26 01:34:02
USA,28280,17/03/25 17:34:02
Total Players,61762,17/03/26 00:36:01
Germany,13340,17/03/26 02:36:01
UK,3144,17/03/26 01:36:01
USA,28221,17/03/25 17:36:01
Total Players,61541,17/03/26 00:38:01
Germany,13244,17/03/26 02:38:01
UK,3148,17/03/26 01:38:01
USA,28219,17/03/25 17:38:01
Total Players,61444,17/03/26 00:40:01
Germany,13225,17/03/26 02:40:01
UK,3158,17/03/26 01:40:01
USA,28185,17/03/25 17:40:01
Total Players,61115,17/03/26 00:42:01
Germany,13153,17/03/26 02:42:01
UK,3136,17/03/26 01:42:01
USA,28079,17/03/25 17:42:01
Total Players,60781,17/03/26 00:44:01
Germany,13053,17/03/26 02:44:01
UK,3129,17/03/26 01:44:01
USA,27947,17/03/25 17:44:01
Total Players,60317,17/03/26 00:46:02
Germany,12911,17/03/26 02:46:02
