Total Players,39619,16/10/23 00:00:01
Germany,11405,16/10/23 02:00:01
UK,12901,16/10/23 01:00:01
USA,15313,16/10/22 17:00:01
Total Players,39753,16/10/23 00:02:02
Germany,11434,16/10/23 02:02:02
UK,12940,16/10/23 01:02:02
USA,15379,16/10/22 17:02:02
Total Players,39737,16/10/23 00:04:01
Germany,11455,16/10/23 02:04:01
UK,12881,16/10/23 01:04:01
USA,15403,16/10/22 17:04:01
Total Players,39696,16/10/23 00:06:01
Germany,11493,16/10/23 02:06:01
UK,12818,16/10/23 01:06:01
USA,15385,16/10/22 17:06:01
Total Players,39641,16/10/23 00:08:01
Germany,11457,16/10/23 02:08:01
UK,12804,16/10/23 01:08:01
USA,15380,16/10/22 17:08:01
Total Players,39607,16/10/23 00:10:01
Germany,11378,16/10/23 02:10:01
UK,12768,16/10/23 01:10:01
USA,15461,16/10/22 17:10:01
Total Players,39509,16/10/23 00:12:01
Germany,11314,16/10/23 02:12:01
UK,12755,16/10/23 01:12:01
USA,15440,16/10/22 17:12:01
Total Players,39453,16/10/23 00:14:01
Germany,11339,16/10/23 02:14:01
UK,12719,16/10/23 01:14:01
USA,15395,16/10/22 17:14:01
Total Players,39402,16/10/23 00:16:01
Germany,11291,16/10/23 02:16:01
UK,12691,16/10/23 01:16:01
USA,15420,16/10/22 17:16:01
Total Players,39283,16/10/23 00:18:01
Germany,11318,16/10/23 02:18:01
UK,12628,16/10/23 01:18:01
USA,15334,16/10/22 17:18:01
Total Players,39265,16/10/23 00:20:02
Germany,11325,16/10/23 02:20:02
UK,12607,16/10/23 01:20:02
USA,15333,16/10/22 17:20:02
Total Players,39080,16/10/23 00:22:01
Germany,11267,16/10/23 02:22:01
UK,12547,16/10/23 01:22:01
USA,15265,16/10/22 17:22:01
Total Players,38970,16/10/23 00:24:01
Germany,11193,16/10/23 02:24:01
UK,12589,16/10/23 01:24:01
USA,15188,16/10/22 17:24:01
Total Players,38937,16/10/23 00:26:01
Germany,11128,16/10/23 02:26:01
UK,12547,16/10/23 01:26:01
USA,15262,16/10/22 17:26:01
Total Players,38814,16/10/23 00:28:01
Germany,11067,16/10/23 02:28:01
UK,12502,16/10/23 01:28:01
USA,15245,16/10/22 17:28:01
Total Players,38624,16/10/23 00:30:02
Germany,10982,16/10/23 02:30:02
UK,12453,16/10/23 01:30:02
USA,15189,16/10/22 17:30:02
Total Players,38600,16/10/23 00:32:01
Germany,11019,16/10/23 02:32:01
UK,12369,16/10/23 01:32:01
USA,15212,16/10/22 17:32:01
Total Players,38729,16/10/23 00:34:01
Germany,11068,16/10/23 02:34:01
UK,12405,16/10/23 01:34:01
USA,15256,16/10/22 17:34:01
Total Players,38820,16/10/23 00:36:01
Germany,11047,16/10/23 02:36:01
UK,12395,16/10/23 01:36:01
USA,15378,16/10/22 17:36:01
Total Players,38765,16/10/23 00:38:01
Germany,11041,16/10/23 02:38:01
UK,12327,16/10/23 01:38:01
USA,15397,16/10/22 17:38:01
Total Players,38784,16/10/23 00:40:02
Germany,10975,16/10/23 02:40:02
UK,12357,16/10/23 01:40:02
USA,15452,16/10/22 17:40:02
Total Players,38784,16/10/23 00:42:01
Germany,11047,16/10/23 02:42:01
UK,12313,16/10/23 01:42:01
USA,15424,16/10/22 17:42:01
Total Players,38751,16/10/23 00:44:01
Germany,11042,16/10/23 02:44:01
UK,12299,16/10/23 01:44:01
USA,15410,16/10/22 17:44:01
Total Players,38746,16/10/23 00:46:02
Germany,10960,16/10/23 02:46:02
